Stock,Epic,Qty,Price,Target,Stop,Buy Date,Sell,Sell Date,P/L
Vislink,VLK,30000,18.9,28,17,05/12/2011,48.5,24/09/2013,5200.0
Sporting Bet,SBT,10000,29.75,35,27,28/11/2011,41.8,27/02/2012,1205.0
Afren,AFR,5000,77.5,95,70,28/11/2011,86.5,06/12/2011,450.0
Domino Pizza,DOM,1000,402.0,450,375,28/11/2011,449.0,02/12/2011,470.0
Yule,YULC,3000,152.0,185,145,28/11/2011,175.0,06/12/2011,690.0
Dignity,DTY,500,808.0,845,780,25/11/2011,842.0,05/12/2011,170.0
Avon,AVON,1000,303.0,350,270,11/11/2011,410.0,17/01/2013,1070.0
New Brit,NBPO,500,805.0,950,740,04/11/2011,781.5,06/12/2011,-118.0
Afren,AFR,5000,77.4,120,65,04/11/2011,89.75,18/11/2011,617.0
Coastal Energy,CEO,500,728.5,1000,650,03/11/2011,982.0,08/04/2012,1268.0
Homeserve,HSV,1000,269.26,395,250,31/10/2011,319.0,03/11/2011,494.0
Filtronic,FTC,15000,16.2,25,13,25/10/2011,49.0,27/03/2014,4920.0
Sportingbet,SBT,10000,36.6,45,31,11/10/2011,31.0,17/11/2011,-535.0
CML,CML,1000,195.0,240,170,04/10/2011,476.0,10/06/2014,2810.0
Zotefoams,ZTF,3000,122.0,150,105,26/09/2011,163.0,08/06/2012,1224.0
Eros,EROS,2000,206.9,250,188,15/09/2011,225.25,23/01/2012,367.0
Entertainment One,ETO,2000,187.5,250,140,14/09/2011,216.0,23/11/2015,560.0
Exillon Energy,EXI,1000,242.8,330,210,12/09/2011,257.2,22/09/2011,144.0
Kofax,KFX,1000,272.9,350,240,06/09/2011,272.9,27/09/2011,172.0
Shaft Sink,SHFT,2000,142.75,175,110,31/08/2011,133.0,21/09/2011,-189.0
Oxford Instruments,OXIG,500,774.4,900,730,26/08/2011,796.0,22/09/2011,260.0
New Brit,NBPO,500,849.9,1200,780,26/08/2011,850.5,22/09/2011,43.0
Harvey Nash,HVN,5000,60.0,75,55,10/08/2011,64.0,30/09/2011,200.0
AZ Elec,AZEM,1000,209.9,295,190,10/08/2011,237.0,22/09/2011,271.0
Avon Rubber,AVON,1000,240.0,330,210,10/08/2011,731.0,09/12/2014,4910.0
Telecom Plus,TEP,500,542.0,800,480,09/08/2011,946.0,18/03/2016,2020.0
Microgen,MCGN,2000,129.0,170,115,08/08/2011,150.0,23/09/2011,430.0
Kentz,KENZ,1000,371.8,480,340,05/08/2011,435.0,04/04/2013,631.0
Alternative Networks,An.,1000,240.0,400,190,05/08/2011,340.0,20/09/2013,1000.0
Devro,DVO,1000,243.0,300,210,05/08/2011,257.5,09/12/2011,145.0
Molins,MLIN,3000,82.0,100,72,05/08/2011,89.0,22/09/2011,180.0
Entertainment One,ETO,1000,150.0,200,125,05/08/2011,,,
Paypoint,PAY,1000,474.9,550,440,05/08/2011,1075.0,25/09/2013,6001.0
Aggreko,AGK,300,1627.6,2000,1500,05/08/2011,1744.0,22/09/2011,350.0
Oxford Ins,OXIG,500,827.5,1000,790,05/08/2011,796.0,22/09/2011,-157.0
Trifast,TRI,10000,41.0,49,34,05/08/2011,67.2,02/10/2013,2620.0
Kentz,Kenz,1000,460.0,700,405,22/07/2011,399.0,10/05/2012,-635.0
Alternative Networks,AN.,1000,294.0,400,250,14/07/2011,350.25,05/06/2013,562.0
Paypoint,PAy,1000,528.5,650,480,11/07/2011,511.2,,-173.0
Filtronic,FTC,20000,22.3,30,18,04/07/2011,20.1,12/10/2011,-440.0
888,888,15000,33.0,50,27,01/07/2011,34.7,02/08/2011,255.0
Coastal Energy,CEO,1000,470.0,800,390,28/06/2011,1090.0,02/12/2013,6200.0
Aminex,AEX,50000,6.45,9,6,27/06/2011,6.6,01/08/2011,205.0
Domino Pizza,DOM,2000,383.2,450,370,27/06/2011,488.5,27/07/2011,2106.0
Aegis,AGS,3000,157.6,200,148,27/06/2011,153.4,01/08/2011,-126.0
Oxford Instruments,OXIG,500,847.5,995,810,20/06/2011,931.06,04/08/2011,528.0
Character,CCT,2000,139.0,170,120,16/06/2011,172.0,21/09/2011,664.0
Microgen,MCGN,2500,146.0,180,120,16/06/2011,165.0,02/08/2011,475.0
Latchways,LTC,400,1110.0,1500,950,10/06/2011,1240.0,02/08/2011,520.0
MS Int,MSI,1000,245.0,395,190,09/06/2011,305.0,02/12/2011,600.0
MS Int,MSI,500,237.0,395,190,09/06/2011,305.0,02/12/2011,340.0
Macfarlane,MACF,15000,26.75,32,22,08/06/2011,26.0,03/07/2011,-112.0
Telecom Plus,TEP,1000,598.66,950,490,07/06/2011,1382.5,13/08/2013,7839.0
Molins,MLIN,3500,99.9,145,90,06/06/2011,105.0,18/07/2011,179.0
Molins,MLIN,2000,97.9,145,90,06/06/2011,95.0,01/08/2011,-58.0
Harvey Nash,HVN,5000,90.9,110,82,06/06/2011,65.0,03/08/2011,-1295.0
Gresham,GHT,10000,43.7,60,36,19/05/2011,62.94,27/02/2012,2124.0
Shaft SInker,SHFT,3000,180.5,220,150,16/05/2011,179.45,13/06/2011,-32.0
Norcros,NXR,30000,14.75,18,13,16/05/2011,14.5,30/06/2011,-75.0
TT Electronics,TTG,2000,201.76,250,165,16/05/2011,195.0,26/07/2011,-135.0
Nicols,NICL,500,523.0,650,480,13/05/2011,,,
Sepura,SEPU,5000,52.2,80,44,10/05/2011,54.65,23/06/2011,122.0
Laird,LRD,2000,147.6,180,128,10/05/2011,190.1,11/07/2011,850.0
Afferro Mining,AFF,2500,113.5,150,95,06/05/2011,98.5,27/07/2011,-375.0
AZ Electronics,AZEM,1000,246.9,320,220,15/04/2011,266.6,27/07/2011,254.0
Treatt,TET,1000,386.61,495,340,11/04/2011,415.0,27/07/2011,284.0
Ms International,MSI,3000,180.0,295,150,07/04/2011,72.0,15/05/2012,-313.0
600 Group,SIXH,15000,30.7,45,26,31/03/2011,34.0,24/05/2011,495.0
Impellam,IPEL,1000,310.0,395,260,28/03/2011,370.0,27/07/2011,600.0
Capital Drill,CAPD,4000,96.7,130,80,28/03/2011,72.0,15/05/2012,-980.0
Avon Rubber,AVON,2500,229.0,350,200,28/03/2011,,,
Avation,AVAP,3000,107.75,150,95,21/03/2011,117.0,16/06/2011,278.0
Harvey Nash,HVN,5000,69.0,80,61,21/03/2011,65.0,03/08/2011,-200.0
Capital Drill,CAPD,4000,80.01,120,72,15/03/2011,72.0,15/05/2012,-313.0
Volex,VLX,1000,250.25,320,210,10/03/2011,329.0,11/07/2011,788.0
Photo Me,PHTM,5000,47.25,8,40,10/03/2011,51.4,23/09/2011,208.0
Kofax,KFX,1000,504.8,700,440,07/03/2011,480.0,28/04/2011,-249.0
Alternative Networks,AN.,2000,200.0,250,175,07/03/2011,350.25,05/06/2013,3005.0
Acal,ACL,1500,313.5,400,280,02/03/2011,340.0,14/03/2011,398.0
2 Ergo,RGO,3500,133.0,180,105,28/02/2011,123.0,26/05/2011,-350.0
888,888,10000,45.53,58,36,09/02/2011,45.0,15/04/2011,-53.0
Character,CCT,3000,192.8,250,175,08/02/2011,153.0,14/06/2011,-1194.0
Eaga,EAGA,4000,81.9,120,77,03/02/2011,119.0,28/02/2011,1484.0
Cadogan,CAD,25000,26.7,50,22,01/02/2011,24.5,13/07/2012,-650.0
E2V,E2V,4000,109.8,130,102,01/02/2011,130.0,19/05/2011,808.0
Anite,AIE,5000,62.25,80,48,26/01/2011,70.0,27/07/2011,389.0
Vectura,VEC,3000,83.2,95,70,21/01/2011,76.6,18/02/2011,-198.0
E2V,E2V,5000,99.0,120,88,20/01/2011,109.33,28/01/2011,516.0
Harvey Nash,HVN,7000,58.9,70,47,17/01/2011,61.0,07/02/2011,147.0
Microgen,MCGN,5000,115.0,150,90,17/01/2011,148.0,27/02/2012,1650.0
Yule Catto,YULC,2666,116.0,400,140,13/01/2011,196.0,02/08/2011,2133.0
Sepura,SEPU,10000,42.0,60,30,10/01/2011,54.65,23/06/2011,1265.0
Capital Drill,CAPD,5000,91.0,120,80,10/01/2011,97.05,18/02/2011,297.0
Emed,EMED,40000,16.3,30,11,08/01/2011,15.75,19/04/2011,-220.0
Filtronic,FTC,10000,39.8,80,28,16/12/2010,47.0,20/01/2011,700.0
Communisis,CMS,10000,32.5,40,25,10/12/2010,32.0,28/02/2011,-50.0
Norcros,NXR,35000,11.73,15,10,09/12/2010,14.5,30/06/2011,970.0
Asterand,ATD,30000,11.32,16,10,02/12/2010,14.0,03/05/2011,904.0
London Capital,LCG,3000,96.0,120,88,02/12/2010,104.0,17/01/2011,232.0
AZ Electronics,AZEM,1500,263.2,350,240,29/11/2010,265.6,27/07/2011,36.0
AZ Electronics,AZEM,2000,265.7,350,240,26/11/2010,288.0,14/07/2011,446.0
Hilton Food,HFG,2000,255.25,320,235,26/11/2010,208.5,11/09/2012,505.0
Ocean Wilsons,OCN,500,1308.0,1420,1270,22/11/2010,1365.0,01/02/2011,285.0
Innovation,TIG,30000,13.4,16,12,22/11/2010,16.25,25/03/2011,852.0
Bioquel,BQE,3000,104.0,150,85,11/11/2010,110.0,26/07/2011,180.0
Exillon Energy,EXI,2000,265.0,400,240,04/11/2010,420.6,27/07/2011,3112.0
Volex,VLX,1500,291.0,350,280,04/11/2010,329.0,11/07/2011,570.0
Alterian,ALN,1500,184.8,220,170,03/11/2010,190.0,15/11/2010,78.0
Devro,DVO,1500,217.5,250,205,02/11/2010,257.5,09/12/2011,600.0
Entertainment One,ETO,4000,98.0,150,75,28/10/2010,,,
Zotefoams,ZTF,2000,137.4,200,120,26/10/2010,150.0,30/07/2011,252.0
Xaar,XAR,1500,227.9,300,210,26/10/2010,284.0,11/07/2011,842.0
The Vitec Group,VTC,500,500.0,600,460,22/10/2010,630.6,01/07/2013,653.0
Zotefoams,ZTF,3000,134.0,180,120,18/10/2010,148.05,22/10/2010,421.0
New Brit,NBPO,1000,670.0,800,620,15/10/2010,816.1,12/11/2010,1461.0
Orosur Mining,OMI,7000,49.0,100,38,14/10/2010,60.6,23/09/2011,812.0
MacFarlane,MACF,20000,28.0,38,25,14/10/2010,28.5,16/03/2011,100.0
Entertainment One,ETO,5000,83.9,140,70,12/10/2010,,,
Treatt,TET,1000,345.0,420,310,07/10/2010,415.0,27/07/2011,700.0
New India,NII,2000,262.7,320,230,04/10/2010,255.0,07/11/2010,-154.0
4 Imprint,FOUR,2500,214.55,280,190,01/10/2010,260.0,07/11/2010,1137.0
Microgen,MCGN,4500,97.25,130,90,27/09/2010,148.0,27/02/2012,2284.0
Xaar,XAR,2000,177.0,230,160,27/09/2010,284.0,11/07/2011,2230.0
E2V tech,E2V,4500,82.9,120,72,27/09/2010,130.0,19/05/2011,2120.0
African Aura,AAAM,3000,95.5,150,80,17/09/2010,98.5,28/07/2011,90.0
Alternative Net,AN.,2500,159.0,250,140,14/09/2010,340.0,20/09/2013,4525.0
Porvair,PRV,5000,72.9,100,62,14/09/2010,82.61,01/10/2010,485.0
The Vitec Group,VTC,1000,446.7,550,390,10/09/2010,625.0,28/02/2013,1783.0
Promethean,PRW,3000,118.0,150,110,24/08/2010,109.0,28/10/2010,-170.0
The Vitec Group,VTC,850,424.0,550,390,24/08/2010,625.0,28/02/2013,1516.0
Alterian,ALN,2000,178.9,250,160,19/08/2010,155.0,19/04/2011,-478.0
Creston,CRE,5000,84.9,100,75,17/08/2010,88.0,04/10/2010,155.0
Photo Me,PHTM,5000,46.5,55,40,16/08/2010,70.5,02/11/2010,1200.0
Photo Me,PHTM,5000,46.5,55,40,16/08/2010,51.4,23/09/2011,245.0
New Brit,NBPO,1000,565.0,650,540,13/08/2010,900.5,01/08/2011,3355.0
Trifast,TRI,10000,34.34,42,28,10/08/2010,45.11,16/11/2010,1077.0
Cineworld,CINE,2000,201.9,250,180,09/08/2010,208.5,07/06/2011,138.0
Nestor,NSR,6000,73.5,120,65,05/08/2010,111.0,14/12/2010,2250.0
Yule Catto,YULC,2000,195.5,250,177,26/07/2010,196.0,02/08/2011,10.0
Creston,CRE,5000,85.1,120,80,22/07/2010,90.8,13/08/2010,285.0
Mouchel,MCHL,5000,97.2,150,90,21/07/2010,115.4,10/08/2010,910.0
Essar,ESSR,1000,444.6,500,420,19/07/2010,433.5,29/07/2010,-111.0
Supergroup,SGP,500,806.9,1200,780,15/07/2010,1193.0,09/11/2010,1931.0
Mouchel,MCHL,2500,130.7,170,115,02/07/2010,129.5,07/07/2010,-40.0
African Aura,AAAM,5000,78.8,120,67,02/07/2010,80.0,17/08/2010,70.0
Devro,DVO,1500,192.9,245,158,28/06/2010,257.5,09/12/2011,969.0
Hyder,HYC,1000,299.0,400,260,28/06/2010,380.0,10/03/2011,810.0
Micro Focus,MCRO,1000,408.7,470,390,28/06/2010,421.9,28/07/2010,132.0
Alternative Network,AN.,2000,154.0,200,140,28/06/2010,350.25,05/06/2013,3925.0
Devro,DVO,1500,192.1,245,158,25/06/2010,257.5,09/12/2011,981.0
LOQ,LOQ,1000,106.5,200,95,22/06/2010,2060.0,12/11/2018,18885.0
Vislink,VLK,10000,22.0,30,19,21/06/2010,18.3,07/07/2010,-370.0
Essar,ESSR,1000,458.4,550,420,16/06/2010,463.71,07/07/2010,53.0
Photo Me,PHTM,10000,31.85,40,28,15/06/2010,35.0,07/07/2010,315.0
Four Imprint,FOUR,1500,217.0,260,195,15/06/2010,223.62,28/06/2010,99.0
PZ Cussons,PZC,1000,303.0,420,290,14/06/2010,354.5,27/07/2010,515.0
Nestor,NSR,5000,54.4,70,45,11/06/2010,111.0,14/12/2010,2825.0
Hyder Consulting,HYD,1500,277.72,350,260,10/06/2010,365.0,20/07/2011,1310.0
BP,BP.,500,350.87,400,330,10/06/2010,376.58,14/06/2010,128.0
Hyder Consulting,HYC,500,265.75,350,260,08/06/2010,365.0,20/07/2011,497.0
African Aura,AAAM,5000,85.0,170,68,08/06/2010,80.0,17/08/2010,-250.0
Volex,VLX,2000,173.0,250,150,04/06/2010,253.0,03/01/2012,1600.0
Norcros,NXR,50000,7.15,9,6,03/06/2010,10.57,09/08/2010,1710.0
London Capital,LCG,3000,132.84,180,110,02/06/2010,130.25,08/07/2010,-78.0
Aggreko,AGK,300,1308.5,1500,1200,02/06/2010,1917.0,01/08/2011,826.0
Spice,SPI,10000,39.0,50,33,01/06/2010,70.0,27/09/2010,3100.0
IG,IGG,1000,376.9,420,350,01/06/2010,476.0,24/03/2011,931.0
Gem D,GEMD,1500,215.4,270,198,01/06/2010,218.18,28/06/2010,41.0
Volex,VLX,2500,135.0,200,120,27/05/2010,253.0,03/01/2012,2950.0
Dimension Data,DDT,5000,96.24,120,89,26/05/2010,99.5,28/06/2010,163.0
Fresnillo,FRES,500,827.19,1000,790,24/05/2010,999.9,30/06/2010,864.0
Dialight,DIA,1000,269.13,400,230,24/05/2010,440.0,02/11/2010,1714.0
BTG,BCG,2000,160.0,250,135,21/05/2010,380.0,30/07/2012,4400.0
Medusa,MML,2000,247.0,290,230,20/05/2010,250.0,14/06/2010,60.0
Centamin,CEY,3000,137.5,170,130,20/05/2010,160.0,01/07/2010,675.0
Hunting,HTG,1000,492.13,550,470,19/05/2010,487.5,01/06/2010,-96.0
PV Crystalox,PVCS,5000,50.5,60,45,19/05/2010,59.0,19/08/2010,425.0
London Capital,LCG,2000,120.25,150,105,14/05/2010,125.25,08/07/2010,100.0
Gem Diamonds,GEMD,1500,267.9,320,240,10/05/2010,245.0,26/05/2010,-340.0
Medusa Mining,MML,3000,270.0,320,240,10/05/2010,269.66,19/05/2010,-11.0
Centamin,CEY,3000,142.0,170,130,06/05/2010,157.0,18/05/2010,450.0
Fenner,FENR,2000,197.38,250,192,28/04/2010,216.4,15/06/2010,381.0
Telecom Plus,TEP,1000,303.0,380,260,28/04/2010,,,
Porvair,PRV,7500,64.0,90,52,23/04/2010,78.0,02/11/2010,1050.0
LO-Q,LOQ,3000,123.75,200,100,23/04/2010,175.0,27/07/2011,1538.0
Morse,MOR,10000,40.41,50,36,21/04/2010,50.5,10/05/2010,1009.0
Renold,RNO,10000,28.0,35,25,21/04/2010,24.25,14/06/2010,-375.0
Easyjet,EZJ,600,459.0,500,430,19/04/2010,492.35,27/04/2010,201.0
Volex,VLX,5000,129.0,180,110,19/04/2010,135.0,04/05/2010,300.0
Scott Wilson,SWG,4000,91.45,120,85,15/04/2010,87.0,21/05/2010,-178.0
Management Cons,MMC,15000,23.0,30,19,15/04/2010,24.5,02/11/2010,225.0
Norcros,NXR,50000,7.74,10,6,15/04/2010,7.25,28/04/2010,-245.0
Eaga,EAGA,3000,134.9,170,120,14/04/2010,120.1,07/06/2010,-444.0
Xp Power,XPP,900,512.1,700,490,12/04/2010,546.0,28/04/2010,306.0
Xchanging,XCH,2000,200.9,250,190,08/04/2010,210.0,04/05/2010,182.0
Enquest,ENQ,5000,98.5,150,85,07/04/2010,,,
Enquest,ENQ,2000,0.0,150,85,06/04/2010,,,
Havelock,HVE,30000,10.0,20,9,01/04/2010,13.5,19/05/2010,1050.0
Asterand,ATD,10000,13.45,19,12,30/03/2010,12.26,14/07/2010,-119.0
Hilton Food,HFG,1500,212.6,250,199,30/03/2010,236.0,29/06/2010,351.0
Afren,AFR,3000,99.3,140,88,29/03/2010,92.0,04/05/2010,-219.0
Zotefoams,ZFT,3000,103.0,130,88,24/03/2010,108.1,23/04/2010,153.0
LO-Q,LOQ,3000,96.0,200,88,23/03/2010,2060.0,02/11/2018,15652.0
Aggreko,AGK,500,1158.0,1400,1050,22/03/2010,2126.0,14/05/2012,4840.0
Bioquell,BQE,2000,145.0,200,120,16/03/2010,165.0,07/04/2010,400.0
Nestor,NSR,8000,51.9,70,44,11/03/2010,111.0,14/12/2010,4728.0
Corin,CRG,3500,63.5,80,55,10/03/2010,62.35,29/03/2010,-51.0
Corin,CRG,2500,61.8,80,54,10/03/2010,62.35,29/03/2010,14.0
Latchways,LTC,500,698.2,800,630,09/03/2010,705.0,26/08/2010,34.0
Hardy,HDY,1000,227.63,300,215,04/03/2010,218.17,11/03/2010,-94.0
Zotefoams,ZTF,3000,91.9,105,82,04/03/2010,105.0,28/04/2010,393.0
Harvey Nash,HVN,10000,34.8,42,32,02/03/2010,46.6,19/05/2010,1180.0
Nestor,NSR,10000,44.7,55,39,02/03/2010,111.0,14/10/2010,6530.0
Axis,ASD,801,368.25,450,345,25/02/2010,369.0,11/05/2010,6.0
Hardy,HDY,1000,215.9,300,200,24/02/2010,240.6,04/03/2010,247.0
Huntsworth,HNT,5000,65.8,80,60,24/02/2010,84.31,28/06/2010,961.0
Axis Shield,ASD,1000,369.9,450,345,23/02/2010,369.0,11/05/2010,-9.0
Carclo,CAR,1500,165.0,250,120,22/02/2010,397.2,03/04/2013,3483.0
New Brit,NBPO,800,474.7,550,420,22/02/2010,530.26,13/04/2010,445.0
Asterand,ATD,10000,16.3,22,14,22/02/2010,17.35,29/03/2010,105.0
Aminex,AEX,25000,13.0,18,11,16/02/2010,10.5,27/04/2010,-625.0
Intec,ITL,5000,94.35,105,92,16/02/2010,99.34,22/02/2010,250.0
Micro Focus,MCRO,1000,461.37,520,430,15/02/2010,515.0,11/05/2010,537.0
Styles,STY,20000,23.0,30,20,12/02/2010,20.51,24/03/2010,-498.0
SDL,SDL,1000,413.9,480,390,09/02/2010,548.0,26/07/2010,1451.0
BATM,BVC,10000,42.16,50,39,09/02/2010,40.0,26/02/2010,-216.0
Porvair,PRV,5000,60.0,80,51,03/02/2010,146.0,26/09/2012,4300.0
PZ Cussons,PZC,2000,246.0,350,210,02/02/2010,354.5,27/07/2010,2170.0
Afren,AFR,4000,88.75,98,84,01/02/2010,92.5,04/02/2010,145.0
Xaar,XAR,5000,86.96,110,78,27/01/2010,82.6,25/02/2010,-218.0
Alterian,ALN,2000,140.0,160,130,26/01/2010,160.0,19/05/2010,400.0
Morse,MOR,10000,40.8,55,35,22/01/2010,50.25,19/05/2010,946.0
Treatt,TET,1000,298.0,360,260,15/01/2010,280.0,19/05/2010,-180.0
Treatt,TET,1000,301.0,360,260,15/01/2010,280.0,19/05/2010,-210.0
Dialight,DIA,1000,239.25,350,210,15/01/2010,1243.0,11/06/2013,10038.0
Volex,VLX,3500,102.0,150,92,14/01/2010,135.0,04/05/2010,1155.0
Dialight,DIA,1000,224.3,350,198,12/01/2010,998.0,12/07/2012,7737.0
Renold,RNO,10000,21.1,28,18,12/01/2010,22.59,08/02/2010,149.0
Aminex,AEX,25000,10.2,16,9,04/01/2010,13.3,20/01/2010,770.0
Carclo,CAR,2500,127.0,250,105,09/12/2009,391.5,13/02/2012,3397.0
London Capital,LCG,2500,106.25,150,125,07/12/2009,123.0,29/03/2010,309.0
London Capital,LCG,2500,110.25,150,125,07/12/2009,137.25,15/01/2010,681.0
Afren,AFR,5000,91.4,140,78,04/12/2009,98.0,28/01/2010,330.0
Porvair,PRV,5000,52.96,70,47,02/12/2009,58.0,24/01/2010,252.0
Bioquel,BQE,3000,146.1,220,130,27/11/2009,115.0,20/05/2010,-927.0
Photo Me,PHTM,10000,41.5,55,34,23/11/2009,43.54,09/12/2009,204.0
RM,RM.,2000,148.25,200,140,20/11/2009,170.0,30/03/2010,395.0
RM,RM.,2000,150.25,200,140,20/11/2009,170.0,30/03/2010,395.0
Booker,BOK,10000,46.17,60,42,17/11/2009,47.0,18/01/2010,250.0
XP Power,XPP,1000,330.0,430,270,12/11/2009,419.2,15/02/2010,892.0
Micro Focus,MCRO,1000,384.0,530,360,11/11/2009,496.0,04/02/2010,1112.0
Kier,KIE,500,1040.0,1200,970,10/11/2009,1000.5,19/11/2009,-198.0
Centamin,CEY,3000,134.0,170,110,05/11/2009,121.25,20/01/2010,-375.0
Booker,BOK,10000,44.5,55,41,05/11/2009,47.0,18/01/2010,83.0
Innovation Group,TIG,25000,11.5,16,10,05/11/2009,12.3,18/11/2009,200.0
Microgen,MGCN,5000,84.0,120,75,03/11/2009,148.0,27/02/2012,3200.0
CSR,CSR,1000,433.0,500,410,30/10/2009,440.0,19/11/2009,70.0
Nestor,NSR,5000,45.75,55,41,30/10/2009,111.0,14/12/2010,3263.0
Nestor,NSR,5000,46.5,55,41,30/10/2009,111.0,14/12/2010,3225.0
Styles,STY,10000,26.8,35,24,29/10/2009,28.03,18/11/2009,123.0
ETFX 2XS,SUK2,30,6892.9,7350,6700,26/10/2009,7132.7,29/10/2009,72.0
BATM,BVC,6500,56.0,68,48,21/10/2009,50.96,26/11/2009,-330.0
Photo Me,PHTM,10000,38.0,55,32,20/10/2009,41.2,27/10/2009,320.0
Creston,CRE,5000,79.5,120,70,14/10/2009,80.0,28/01/2010,25.0
Microgen,MCGN,5000,80.0,100,68,14/10/2009,126.5,30/11/2012,2325.0
EAGA,EAGA,3000,143.0,185,120,14/10/2009,145.6,28/01/2010,182.0
Templeton Emerging Markets,TEM,1000,492.9,550,470,13/10/2009,486.0,26/10/2009,-69.0
Intec Tel Sys,ITL,5000,111.0,150,97,13/10/2009,113.5,15/02/2010,120.0
Creston,CRE,5000,78.7,120,70,13/10/2009,96.25,20/04/2010,827.0
Helphire,HHR,10000,53.49,75,48,08/10/2009,62.0,21/10/2009,851.0
GB,GBG,10000,20.48,30,18,07/10/2009,22.03,23/11/2009,155.0
Dimension Data,DDT,10000,67.5,100,58,06/10/2009,92.2,29/03/2010,2497.0
Hardy Oil,HDY,1000,488.0,650,440,02/10/2009,370.0,23/10/2009,-1180.0
Dialight,DIA,1445,171.0,290,135,01/10/2009,1336.08,22/08/2013,16556.0
Photo Me,PHTM,10000,32.75,42,28,28/09/2009,37.1,04/11/2009,435.0
Telecom Plus,TEP,500,304.0,370,260,25/09/2009,378.0,12/10/2010,370.0
Aminex,AEX,40000,7.9,12,7,17/09/2009,12.53,03/02/2010,1852.0
Zotefoams,ZTF,4000,79.4,95,69,16/09/2009,83.0,05/10/2009,144.0
Waterman,WTM,10000,46.85,80,35,11/09/2009,52.75,30/09/2009,590.0
Telecom Plus,TEP,1000,293.0,360,255,10/09/2009,,,
Huntsworth,HNT,5000,69.0,95,58,28/08/2009,78.0,02/11/2010,450.0
Styles,STY,10000,33.4,50,27,27/08/2009,34.5,24/09/2009,110.0
Booker,BOK,10000,35.5,45,32,20/08/2009,43.5,14/10/2009,800.0
Costain,COST,10000,30.25,40,27,19/08/2009,28.5,01/10/2009,-175.0
Workspace,WKP,10000,21.8,30,18,13/08/2009,22.78,08/02/2010,98.0
Harvey Nash,HVN,10000,40.3,55,34,10/08/2009,51.38,30/09/2009,1108.0
Visonic,VSC,10000,52.0,80,45,05/08/2009,67.45,11/01/2010,1550.0
Latchways,LTC,500,597.75,850,500,04/08/2009,650.5,11/08/2009,264.0
Flying Brands,FBDU,5000,64.0,110,57,03/08/2009,68.0,04/10/2009,200.0
Gem Diamonds,GEMD,2000,206.9,300,180,03/08/2009,248.2,12/01/2010,826.0
Spirent,SPT,4000,67.5,84,61,29/07/2009,140.0,12/01/2010,2900.0
Styles,STY,15000,28.47,50,23,27/07/2009,45.1,27/08/2009,2495.0
Hornby,HRN,3000,126.9,200,120,27/07/2009,143.3,13/11/2009,492.0
Elementis,ELM,10000,30.5,40,27,27/07/2009,39.5,04/08/2009,900.0
Dialight,DIA,2000,150.0,250,120,24/07/2009,905.0,31/07/2017,15100.0
Dialight,DIA,2000,144.25,250,120,24/07/2009,,31/07/2017,15215.0
Celsis,CEL,1000,187.5,220,180,24/07/2009,228.67,04/08/2009,412.0
Aminex,AEX,25000,6.6,8,5,22/07/2009,10.5,27/04/2010,975.0
Aminex,AEX,25000,6.6,8,5,22/07/2009,8.0,19/05/2010,375.0
Wellstream,WSM,700,484.0,550,470,16/07/2009,559.17,27/07/2009,526.0
Asterand,ATD,10000,21.9,29,18,06/07/2009,19.05,12/01/2010,-300.0
Vernalis,VER,5000,77.25,95,69,02/07/2009,85.0,11/01/2010,388.0
Xaar,XAR,5000,82.0,120,74,29/06/2009,102.45,06/07/2009,1022.0
Chloride,CHLD,2500,152.2,220,135,29/06/2009,167.9,19/10/2009,392.0
Intec tel Sys,ITL,10000,67.3,85,63,29/06/2009,97.0,02/03/2010,2970.0
Lamprell,LAM,3000,111.0,130,95,25/06/2009,114.0,27/07/2009,87.0
Carclo,CAR,5000,98.6,145,88,23/06/2009,98.1,06/08/2009,-25.0
Alterian,ALN,2500,124.0,170,110,18/06/2009,155.0,20/01/2010,775.0
Microgen,MCGN,5000,59.9,100,51,18/06/2009,148.0,27/02/2012,3400.0
Optos,OPTS,4000,66.73,80,55,17/06/2009,87.0,16/10/2009,811.0
PV Crystalox,PVCS,3000,86.9,100,82,12/06/2009,79.5,07/07/2009,-222.0
Wellstream,WSM,500,544.2,700,505,11/06/2009,530.02,03/07/2009,-77.0
Booker,BOK,10000,34.0,45,28,09/06/2009,43.5,14/10/2009,950.0
Anite,AIE,10000,34.4,45,29,04/06/2009,30.5,02/07/2009,-390.0
Office2office,OFF,2500,122.0,160,110,03/06/2009,155.0,28/08/2009,825.0
Innovation Group,TIG,25000,8.97,12,7,02/06/2009,10.54,22/06/2009,393.0
Optos,OPTS,10000,56.94,100,49,28/05/2009,87.0,16/10/2009,3006.0
Fenner,FENR,5000,85.75,100,76,27/05/2009,92.5,16/06/2009,338.0
Hardy Oil,HDY,1500,272.0,350,245,27/05/2009,370.0,23/10/2009,1470.0
Hardy Oil,HDY,1000,334.0,450,290,27/05/2009,330.5,13/08/2009,-35.0
Chime,CHW,3000,102.0,130,90,26/05/2009,83.75,23/11/2011,2452.0
Porvair,PRV,10000,60.0,100,47,19/05/2009,59.0,01/12/2009,-100.0
Asterand,ATD,10000,26.5,38,22,15/05/2009,19.05,12/01/2010,-750.0
Boot,BHY,5000,78.0,120,64,08/05/2009,73.0,27/05/2009,-250.0
Carclo,CAR,5000,77.0,120,70,04/05/2009,97.1,26/05/2009,1005.0
